Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 104",-6.793181718901e-01,2.202135503371e+01,-8.732507109668e-05,-4.310111087592e-01,2.205700955732e+01,-1.112173417599e-04,2.483070631309e-01,3.565452360964e-02,-2.389227066326e-05
"                 105",-6.974976021599e-01,2.208968647377e+01,-8.740535373327e-05,-4.478100890264e-01,2.212532954299e+01,-1.099737036136e-04,2.496875131335e-01,3.564306921749e-02,-2.256834988029e-05
"                 106",-7.151030980079e-01,2.216401047531e+01,-8.745354930213e-05,-4.640369710507e-01,2.219964617947e+01,-1.090406454919e-04,2.510661269573e-01,3.563570415535e-02,-2.158709618973e-05
"                 107",-7.322875157498e-01,2.224298790339e+01,-8.747104596464e-05,-4.798410612655e-01,2.227861554163e+01,-1.075799064699e-04,2.524464544843e-01,3.562763824498e-02,-2.010886050524e-05
"                 108",-7.491581563777e-01,2.232062623298e+01,-8.747144225419e-05,-4.953262295390e-01,2.235623063446e+01,-1.054899300839e-04,2.538319268388e-01,3.560440147821e-02,-1.801848782971e-05
"                 109",-7.658155611473e-01,2.238926844109e+01,-8.746537399995e-05,-5.105901565041e-01,2.242482938382e+01,-1.030379030130e-04,2.552254046433e-01,3.556094273299e-02,-1.557252901307e-05
"                 110",-7.826733954029e-01,2.244488212471e+01,-8.746111893272e-05,-5.260379478701e-01,2.248037215332e+01,-1.000737518039e-04,2.566354475328e-01,3.549002861858e-02,-1.261263287115e-05
"                 111",-7.998975020720e-01,2.249608702206e+01,-8.745413443320e-05,-5.418327517460e-01,2.253148887728e+01,-9.761894792820e-05,2.580647503260e-01,3.540185521239e-02,-1.016481349500e-05
"                 112",-8.165375794912e-01,2.254563485488e+01,-8.744362426493e-05,-5.570336591684e-01,2.258093817555e+01,-9.575135371900e-05,2.595039203228e-01,3.530332067239e-02,-8.307729454072e-06
"                 113",-8.321496996980e-01,2.259196493978e+01,-8.744242361515e-05,-5.712156937394e-01,2.262718203607e+01,-9.426411216399e-05,2.609340059586e-01,3.521709628765e-02,-6.821688548845e-06
"                 114",-8.470622194100e-01,2.263881904969e+01,-8.741351551921e-05,-5.847122113768e-01,2.267396674594e+01,-9.277678978748e-05,2.623500080332e-01,3.514769624923e-02,-5.363274268266e-06
"                 115",-8.617388908054e-01,2.268995598483e+01,-8.735763587034e-05,-5.979935952887e-01,2.272505148664e+01,-9.165237766502e-05,2.637452955167e-01,3.509550181076e-02,-4.294741794685e-06
"                 116",-8.761628004395e-01,2.274504584527e+01,-8.731780260087e-05,-6.110391970949e-01,2.278010297682e+01,-9.125494912490e-05,2.651236033446e-01,3.505713154976e-02,-3.937146524027e-06
"                 117",-8.899855819202e-01,2.279988099238e+01,-8.731284448476e-05,-6.235011299928e-01,2.283491039553e+01,-9.083947765656e-05,2.664844519274e-01,3.502940314770e-02,-3.526633171798e-06
"                 118",-9.031617796335e-01,2.285392201600e+01,-8.734755462490e-05,-6.353155237345e-01,2.288892871452e+01,-9.018964740471e-05,2.678462558990e-01,3.500669852844e-02,-2.842092779814e-06
"                 119",-9.156532557803e-01,2.291182600644e+01,-8.738757968934e-05,-6.464344383806e-01,2.294680766774e+01,-8.894897504950e-05,2.692188173997e-01,3.498166129656e-02,-1.561395360158e-06
"                 120",-9.274215611622e-01,2.297649341845e+01,-8.741071131274e-05,-6.568289343450e-01,2.301144446309e+01,-8.757034405740e-05,2.705926268171e-01,3.495104463885e-02,-1.596327446630e-07
"                 121",-9.385726766975e-01,2.304454548687e+01,-8.740599550710e-05,-6.666151254336e-01,2.307946671986e+01,-8.721650244899e-05,2.719575512640e-01,3.492123299684e-02,1.894930581153e-07
"                 122",-9.494475324166e-01,2.311104334132e+01,-8.739510410382e-05,-6.761361721469e-01,2.314593681682e+01,-8.819237490619e-05,2.733113602697e-01,3.489347549886e-02,-7.972708023723e-07
"                 123",-9.602139558065e-01,2.317431798685e+01,-8.739818315210e-05,-6.855587245688e-01,2.320918614436e+01,-9.017861887300e-05,2.746552312378e-01,3.486815750662e-02,-2.780435720897e-06
"                 124",-9.706988197519e-01,2.323478153499e+01,-8.740952065608e-05,-6.947093037586e-01,2.326963034484e+01,-9.221880902439e-05,2.759895159933e-01,3.484880985060e-02,-4.809288368317e-06
"                 125",-9.807546983292e-01,2.329340552745e+01,-8.747469820871e-05,-7.034411377392e-01,2.332824218030e+01,-9.445220919020e-05,2.773135605899e-01,3.483665284904e-02,-6.977510981489e-06
"                 126",-9.904820500505e-01,2.334955341601e+01,-8.751439549930e-05,-7.118553544017e-01,2.338438437758e+01,-9.679046452191e-05,2.786266956487e-01,3.483096157430e-02,-9.276069022608e-06
"                 127",-1.000263807735e+00,2.340029354875e+01,-8.749527620336e-05,-7.203357527350e-01,2.343512821663e+01,-9.914409904534e-05,2.799280549999e-01,3.483466788171e-02,-1.164882284197e-05
"                 128",-1.010255523128e+00,2.344212743249e+01,-8.743903558908e-05,-7.290386227269e-01,2.347698452454e+01,-1.014311538754e-04,2.812169004014e-01,3.485709204843e-02,-1.399211828634e-05
"                 129",-1.020189867632e+00,2.347607359587e+01,-8.736270852247e-05,-7.376917797070e-01,2.351097099326e+01,-1.037812967698e-04,2.824980879252e-01,3.489739738532e-02,-1.641858824733e-05
"                 130",-1.029940996684e+00,2.350440018860e+01,-8.728050690925e-05,-7.461725157487e-01,2.353934345192e+01,-1.062040220099e-04,2.837684809352e-01,3.494326332449e-02,-1.892351510067e-05
"                 131",-1.038695600047e+00,2.352344418727e+01,-8.719310184530e-05,-7.536682992918e-01,2.355843576110e+01,-1.083734816622e-04,2.850273007555e-01,3.499157382650e-02,-2.118037981690e-05
"                 132",-1.046627173094e+00,2.353510858650e+01,-8.710893282780e-05,-7.603587876476e-01,2.357014700038e+01,-1.103335291874e-04,2.862683854466e-01,3.503841388474e-02,-2.322459635957e-05
